KEY,ChineseSimplified
CS_CHE_H1_1_001,梅伊姊姊～～！！我来找妳玩啰！
CS_CHE_H1_1_002,萝卜糖果呢？你有萝卜糖果吗？！
CS_CHE_H1_1_003,萝卜糖果？第一次听到有这种糖果呢...巧克力的倒是有啦...
CS_CHE_H1_1_004,巧克力也很好吃！
CS_CHE_H1_1_005,嚼嚼...咦？那边那位长得很高的姊姊是谁呀？生面孔呢！
CS_CHE_H1_1_006,啊，你是说雅妮姊姊吗？
CS_CHE_H1_1_007,她呀～是很了不起的人喔！姊姊甚至被称为屠龙者呢！
CS_CHE_H1_1_008,从前有一只恶名昭彰的龙叫萨尔达疯龙，姊姊一个人就打败它了呢！
CS_CHE_H1_1_009,恶...恶龙吗？那有多可怕呀?
CS_CHE_H1_1_010,"这只龙本来身为世界的守护者,但却因不明原因堕落而变得疯狂。"
CS_CHE_H1_1_011,梅伊，之前你拜托我带来的龙鳞、龙皮，还有其他材料我都放在外面啰！
CS_CHE_H1_1_012,真是谢谢你啦！嘻嘻～
CS_CHE_H1_1_013,啊～龙就是那个超巨大蜥蜴兽是吧？那我知道是什么样的怪兽了！高个子姊姊真是太帅啦！！
CS_CHE_H1_1_014,喂喂！这种话你可最好别让对街的铁匠听到啊！
CS_CHE_H1_1_015,嘿嘿，金大哥人很好啦，他不会怎样的。
CS_CHE_H1_1_016,但是呀～姊姊！你看这些商店好像跟平常看起来有什么不一样耶！姊姊的衣服也是...
CS_CHE_H1_1_017,是啊，为了今晚的万圣节，在服装剪裁上我也是下了些功夫。
CS_CHE_H1_1_018,我可是发挥了久违的实力喔！
CS_CHE_H1_1_019,以这手工实力来看，别说在商店卖了，都可以当知名裁缝师了吧！
CS_CHE_H1_1_020,哈哈，其实制作衣服是我的兴趣啦～
CS_CHE_H1_1_021,噢～太可爱了！
CS_CHE_H1_1_022,我的呢？我也要一件！
CS_CHE_H1_1_023,啊！倒是有做几件符合露娜你身材的小尺寸衣服喔，要穿穿看吗？
CS_CHE_H1_1_024,要啊！给我给我！
CS_CHE_H1_1_025,知道啦～等我一下，我去拿几件过来。
CS_CHE_H1_1_027,耶～～～
CS_CHE_H1_1_028,梅伊姊姊！发生什么事了吗？
CS_CHE_H1_1_030,...没有回话，要走进去看看吗？
CS_CHE_H1_1_031,欸？什么都看不到呀！
CS_CHE_H1_1_032,暗黑之力？噢不...这个感觉不太一样...
CS_CHE_H1_1_034,...高个子姊姊，这该不会是...
CS_CHE_H1_1_035,...嗯，应该就是你我想的那样。
CS_CHE_H1_1_036,啊～我们掉下去啦！！！
CS_CHE_H1_2_001,...嗯？这里是？
CS_CHE_H1_2_002,唉呀，好痛...头撞到啦！
CS_CHE_H1_2_003,但是梅伊姊姊是跑去哪儿啦？...啊！
CS_CHE_H1_2_004,只有晕厥而已吗？还好她的身体看来没有受什么重伤。
CS_CHE_H1_2_005,梅伊姊姊！起来呀！在这种地方睡觉会感冒啦！
CS_CHE_H1_2_006,嗯...呃...雅妮姊姊...?露娜...？
