KEY,Thai
E_C19_Feb_Lewisia01_01,ดวงจันทร์สีเลือดเต็มดวง... ใช่วันนี้หรือเปล่า
E_C19_Feb_Lewisia01_02,อิอิ
E_C19_Feb_Lewisia01_03,ข้ารู้สึกอยากทำอะไรที่พิเศษในคืนนี้จัง!
E_C19_Feb_Lewisia01_04,(สักครู่ต่อมา)
E_C19_Feb_Lewisia01_05,Lei... อ่า ไม่สิ Lewisia นี่มันเรื่องอะไรกัน...
E_C19_Feb_Lewisia01_06,อือฮึ เรียกข้าว่า Lei ก็พอ Gau ไม่ว่าจะยังไงก็ตาม ข้าก็ชื่อ Lei ด้วยเหมือนกัน
E_C19_Feb_Lewisia01_07,กะ-ก็ได้ งั้นข้าจะเรียกเจ้าว่า L-Lei เหมือนที่ข้าเคยทำ
E_C19_Feb_Lewisia01_08,ก็ได้
E_C19_Feb_Lewisia01_09,คำเชิญเหรอ Lewisia นี่มันเรื่องอะไรกัน และเพื่อนบาบาเรี่ยนหนุ่มก็อยู่ที่นี่ด้วย
E_C19_Feb_Lewisia01_10,เจ้าส่งคำเชิญมา ตอนนี้ข้าเข้าใจทุกอย่างแล้ว
E_C19_Feb_Lewisia01_11,Phillop Pavel ยินที่ได้เจอพวกเจ้านะ
E_C19_Feb_Lewisia01_12,(ราชาคนแคระและพ่อมดมังกรน้ำแข็ง...)
E_C19_Feb_Lewisia01_13,ข้าเป็นคนสุดท้ายที่มาถึงหรือเปล่า Lewisia
E_C19_Feb_Lewisia01_14,ยินดีต้อนรับนะ Lorraine
E_C19_Feb_Lewisia01_15,(นักปราชญ์แห่งพงไพร...)
E_C19_Feb_Lewisia01_16,ไม่เจอกันนานเลยนะ Lewisia
E_C19_Feb_Lewisia01_17,ข้านึกขึ้นได้ในระหว่างทางมาที่นี่ว่าวันเกิดของเจ้าคือประมาณช่วงนี้ของปี
E_C19_Feb_Lewisia01_18,วันเกิดของ Lei...!
E_C19_Feb_Lewisia01_19,ใช่แล้ว วันนี้คือวันที่ข้าสามารถมองเห็นดวงจันทร์สีเลือด
E_C19_Feb_Lewisia01_20,ข้าคิดว่าการอาศัยอยู่กับมนุษย์เป็นเวลานานทำให้ด้านที่เป็นมนุษย์ของข้าเริ่มเผยออกมา
E_C19_Feb_Lewisia01_21,จู่ๆ ข้าก็รู้สึกว่าอยากได้รับคำอวยพรวันเกิดเหมือนอย่างมนุษย์คนอื่นๆ ขึ้นมา
E_C19_Feb_Lewisia01_22,ตลกดีนะที่เจ้าอยากสัมผัสธรรมเนียมของมนุษย์
E_C19_Feb_Lewisia01_23,แต่ตรงนี้มีมนุษย์แค่คนเดียวเท่านั้นในบรรดาคนที่เจ้าเชิญมา ซึ่งคือเจ้าหนุ่มนี่เท่านั้น ฮ่าฮ่าฮ่า!
E_C19_Feb_Lewisia01_24,*หึหึ* Gau มีความหมายพิเศษสำหรับข้า
E_C19_Feb_Lewisia01_25,ในช่วงหนึ่งตอนที่ข้าอยู่ที่สถานเลี้ยงเด็กกำพร้า ข้าได้เห็นว่า Gau ดูแลเด็กๆ อย่างดีในวันเกิดของพวกเขา
