KEY,English
E_C19_Feb_Lewisia01_01,Full Blood Moon... Was it today?
E_C19_Feb_Lewisia01_02,"Tee hee,"
E_C19_Feb_Lewisia01_03,I feel like doing something extraordinary tonight!
E_C19_Feb_Lewisia01_04,(A few moments later)
E_C19_Feb_Lewisia01_05,"Lei... Ah, no, Lewisia. What's this about...?"
E_C19_Feb_Lewisia01_06,"Hm hm. Just call me Lei, Gau. No matter what, I am Lei, too."
E_C19_Feb_Lewisia01_07,"O-okay. Then, I'll call you L-Lei like I used to do."
E_C19_Feb_Lewisia01_08,Fine.
E_C19_Feb_Lewisia01_09,"An invitation, Lewisia? What's this about? And we have a young Barbarian friend here."
E_C19_Feb_Lewisia01_10,You sending an invitation. Now I have seen everything.
E_C19_Feb_Lewisia01_11,"Phillop, Pavel. Glad to see you."
E_C19_Feb_Lewisia01_12,(Dwarf King and Wizard of Ice Dragon...)
E_C19_Feb_Lewisia01_13,"Am I the last to arrive, Lewisia?"
E_C19_Feb_Lewisia01_14,"Welcome, Lorraine."
E_C19_Feb_Lewisia01_15,(Sage of the Forest...)
E_C19_Feb_Lewisia01_16,"It's been a long time, Lewisia."
E_C19_Feb_Lewisia01_17,It occurred to me on my way here that your birthday is around this time of year.
E_C19_Feb_Lewisia01_18,Lei's Birthday...!
E_C19_Feb_Lewisia01_19,Yes. Today is the day that I can see the Blood Moon.
E_C19_Feb_Lewisia01_20,I guess living among humans for so long is bringing out the human side of me.
E_C19_Feb_Lewisia01_21,I suddenly felt the urge to receive well wishes for my birthday like other humans.
E_C19_Feb_Lewisia01_22,"It's funny that you wanted to experience a human tradition,"
E_C19_Feb_Lewisia01_23,"but there is only one human here, this young one, among the people you invited. Hahaha!"
E_C19_Feb_Lewisia01_24,*Chuckle* Gau means something special to me.
E_C19_Feb_Lewisia01_25,"When I was staying at the orphanage for a while, I saw Gau take good care of the kids on their birthdays."
E_C19_Feb_Lewisia01_26,"I.. It's an honor for me, just to be with the heroes who saved the world."
