KEY,Korean
E_C19_Dec_Pavel01_01,...
E_C19_Dec_Pavel01_02,이렇게 보니... 정말이지 만감이 교차하는 것 같군.
E_C19_Dec_Pavel01_03,허망하면서도 결코 놓아주고 싶지 않은... 
E_C19_Dec_Pavel01_04,그런 아련한 감각이... 머릿속에서 내내 맴도는 듯하구나.
E_C19_Dec_Pavel01_05,"(여기, 차가운 땅속에서 아를레트의 육신은 영원히 잠들게 되겠지.)"
E_C19_Dec_Pavel01_06,(움직이지 않는 싸늘한 시체만이... 그녀의 빈 자리를 대신하게 될 것이다.)
E_C19_Dec_Pavel01_07,(하지만...)
E_C19_Dec_Pavel01_08,차갑다...
E_C19_Dec_Pavel01_09,"이곳의 냉기 따위, 내게는 영영 닿을 일이 없을 것이라고 생각했건만..."
E_C19_Dec_Pavel01_10,뼛속까지 시리는 듯한 혹한의 추위가 내 몸 곳곳을 헤집고 있구나...
E_C19_Dec_Pavel01_11,"눈을 떴을 땐, 아흔 번째 겨울이 다가오고 있었습니다."
E_C19_Dec_Pavel01_12,그리고... 그리고 오늘이 백 번째 겨울입니다.
E_C19_Dec_Pavel01_13,... 그런 거였군.
E_C19_Dec_Pavel01_14,죽을 수도 있다는 것을 알면서도 내게 창을 겨누던 그 모습...
E_C19_Dec_Pavel01_15,그것은 기약 없이 흘러가는 시간에 마음을 갉아 먹히면서도 결코 떨쳐낼 수 없었던... 
E_C19_Dec_Pavel01_16,애달픈 절박함이었어.
E_C19_Dec_Pavel01_17,하지만 그 사내가 느낀 그리움과... 
E_C19_Dec_Pavel01_18,지금 내가 느끼는 그리움에는 명백한 차이가 존재한다.
E_C19_Dec_Pavel01_19,"그리고 차이가 나는 만큼,"
E_C19_Dec_Pavel01_20,감내해야 하는 고통의 크기 역시 다르겠지...
E_C19_Dec_Pavel01_21,(어딘가에 살아 있을 소중한 이를 만나고 싶다는 감정과...)
E_C19_Dec_Pavel01_22,(다시는 볼 수 없는 이를 떠나 보내야 하는 감정이라...)
E_C19_Dec_Pavel01_23,당신이 걱정돼요.
E_C19_Dec_Pavel01_24,지금은 이렇게 같이 있지만...
E_C19_Dec_Pavel01_25,저희가 떠나고 나면... 당신은 또 혼자가 되겠죠?
E_C19_Dec_Pavel01_26,(그래... 기억이 나.)
E_C19_Dec_Pavel01_27,(어느 멸망한 나라의 생존자들과 함께 나타난 너는 사뭇 초췌한 모습을 하고 있었다.)
E_C19_Dec_Pavel01_28,(그러나 너는 다른 인간들과는 달랐지.)
E_C19_Dec_Pavel01_29,(방해물로 여겨 너희를 쫓아내려고 한 나를... 너는 언제까지나 상냥하게 대해주었다.)
E_C19_Dec_Pavel01_30,(솔직히 귀찮고 짜증냈던 적도 많았지만...)
E_C19_Dec_Pavel01_31,(그래도 너와 이야기를 나누던 그 시간만큼은 썩 괜찮았다고 생각한다.)
E_C19_Dec_Pavel01_32,그러고 보니 생각나는군.
E_C19_Dec_Pavel01_33,"오늘 과자는 무엇이 들어갔는지, 그리고 카일을 언제부터 좋아했는지..."
E_C19_Dec_Pavel01_34,또 어릴 적엔 카일이 마리아와 자신을 데리고 어디로 놀러갔다던지...
E_C19_Dec_Pavel01_35,돌이켜 보면 지극히 개인적인 이야기들 뿐이었어.
E_C19_Dec_Pavel01_36,(하지만 그녀의 이야기를 듣는 것은... 이상하게도 그리 지루하지만은 않았던 것 같다.)
E_C19_Dec_Pavel01_37,"저기, 파벨..."
E_C19_Dec_Pavel01_38,언젠가... 당신을 이해해줄 사람이...
E_C19_Dec_Pavel01_39,방금 뭐였지? 왠지 아주 중요한 기억이었던 것 같은...
E_C19_Dec_Pavel01_40,... 아무도 없는 건가?
E_C19_Dec_Pavel01_41,레위시아는 아직도 소식이 없는 것 같고...
E_C19_Dec_Pavel01_42,로지나는...
E_C19_Dec_Pavel01_43,에헤헤~ 생각보다 금방 구할 수 있어서 다행인걸?
E_C19_Dec_Pavel01_44,부디 파벨이 좋아해줬으면 좋겠다!
E_C19_Dec_Pavel01_45,로지나.
E_C19_Dec_Pavel01_46,"파벨, 먼저 와 있었군요! 잘 됐습니다. 마침 당신에게..."
E_C19_Dec_Pavel01_47,파벨?
E_C19_Dec_Pavel01_48,... 오늘 같이 눈보라가 거센 날에는 일찍 돌아오는 것이 좋을 것 같군.
E_C19_Dec_Pavel01_49,"파벨, 혹시 지금 절 걱정해주신 겁니까?"
E_C19_Dec_Pavel01_50,"그냥 마을에 볼일이 좀 있어서 늦은 것이니, 너무 걱정하지 않으셔도 됩니다."
E_C19_Dec_Pavel01_51,그보다 당신에게 꼭 주고 싶은 것이 있습니다만.
E_C19_Dec_Pavel01_52,주고 싶은 것?
E_C19_Dec_Pavel01_53,"생일 축하드립니다, 파벨! 요즘 적적해 보이는 당신을 위해 특별히 준비했습니다."
E_C19_Dec_Pavel01_54,생일...?
E_C19_Dec_Pavel01_55,얼마 전에 파벨이 얘기해주시지 않았습니까?
E_C19_Dec_Pavel01_56,언젠가 이 맘때쯤에 누군가로부터 축하 받았던 것이 기억난다고.
E_C19_Dec_Pavel01_57,그 말은 곧 오늘이 생일이란 뜻이 아니겠습니까?
E_C19_Dec_Pavel01_58,저... 설마 제가 틀린 겁니까?
E_C19_Dec_Pavel01_59,언젠가 제가 없더라도... 
E_C19_Dec_Pavel01_60,당신을 이해해줄 사람이 꼭 생겼으면 좋겠어요.
E_C19_Dec_Pavel01_61,"당신을 위해 화를 내주고, 또 어떨 때는 선물도 챙겨주는..."
E_C19_Dec_Pavel01_62,그런 사람이 당신 곁에 있었으면 해요.
E_C19_Dec_Pavel01_63,(그런 거였군... 그때 아를레트는... 내게 분명 그런 말을 했었어.)
E_C19_Dec_Pavel01_64,(나를 이해해주는... 그리고 나와 함께 있어줄 사람이라...)
E_C19_Dec_Pavel01_65,파벨...?
E_C19_Dec_Pavel01_66,잘 쓰도록 하지.
E_C19_Dec_Rodina01_01,......
E_C19_Dec_Rodina01_02,"오랜만이야, 로지나. 생일날부터 새 부임지로 발령이라니, 고생이 많군."
E_C19_Dec_Rodina01_03,로지나 클라인 중사! 호위 기사단 부기사단장님을 뵙습니다!
