KEY,Vietnamese
E_C19_Feb_Lewisia01_01,Mặt trăng máu... Đúng vào hôm nay sao?
E_C19_Feb_Lewisia01_02,"Ahihi,"
E_C19_Feb_Lewisia01_03,hôm nay mình muốn làm điều gì đó thật khác biệt!
E_C19_Feb_Lewisia01_04,(Lát sau)
E_C19_Feb_Lewisia01_05,"Lei... À không, Lewisia. Chuyện này là sao đây...?"
E_C19_Feb_Lewisia01_06,"Ừm, gọi tôi là Lei thôi, Gau ạ. Bất luận thế nào, tôi vẫn cứ là Lei."
E_C19_Feb_Lewisia01_07,Đư... được thôi. Vậy tôi sẽ gọi cô là L... Lei như trước đây.
E_C19_Feb_Lewisia01_08,Được.
E_C19_Feb_Lewisia01_09,"Một lời mời ư, Lewisia? Lý do là gì vậy? Cả anh bạn Man di trẻ tuổi cũng ở đây nữa."
E_C19_Feb_Lewisia01_10,Tôi rất bất ngờ khi thấy cô gửi lời mời đấy.
E_C19_Feb_Lewisia01_11,"Phillop, Pavel. Rất vui được gặp hai người."
E_C19_Feb_Lewisia01_12,(Vua tộc người lùn và Phù thủy rồng băng...)
E_C19_Feb_Lewisia01_13,"Tôi đến muộn nhất à, Lewisia?"
E_C19_Feb_Lewisia01_14,"Chào mừng, Lorraine."
E_C19_Feb_Lewisia01_15,(Nhà hiền triết của rừng...)
E_C19_Feb_Lewisia01_16,"Lâu lắm không gặp, Lewisia."
E_C19_Feb_Lewisia01_17,"Trên đường đi, tôi chợt nhớ ra là sinh nhật cô cũng vào tầm này trong năm."
E_C19_Feb_Lewisia01_18,Sinh nhật Lei ư...!
E_C19_Feb_Lewisia01_19,Đúng thế. Hôm nay là ngày tôi có thể thấy Mặt trăng máu.
E_C19_Feb_Lewisia01_20,"Tôi đoán là ở với con người lâu thế, dòng máu người trong tôi cũng dần lấn át."
E_C19_Feb_Lewisia01_21,Đột nhiên tôi lại muốn được chúc mừng sinh nhật như bao người khác.
E_C19_Feb_Lewisia01_22,"Thật buồn cười khi cô muốn trải nghiệm truyền thống của loài người,"
E_C19_Feb_Lewisia01_23,"nhưng trong số mà cô mời đến, chỉ có anh bạn trẻ này là con người thôi. Ha ha ha!"
E_C19_Feb_Lewisia01_24,"*Khúc khích* Với tôi, Gau là người đặc biệt."
E_C19_Feb_Lewisia01_25,"Lúc còn ở trong cô nhi viện một thời gian, tôi thấy Gau đều tổ chức sinh nhật tươm tất cho bọn trẻ."
E_C19_Feb_Lewisia01_26,Tôi.. tôi thật vinh dự khi được gặp gỡ những vị anh hùng đã cứu thế giới.
E_C19_Feb_Lewisia01_27,"Ha ha ha... Thật là thánh thiện, tôi có thể cảm nhận ân điển của Nguyên tố băng toát ra từ cậu."
E_C19_Feb_Lewisia01_28,À... vâng...
E_C19_Feb_Lewisia01_29,"Cậu ta còn trẻ, tiền đồ rộng mở."
E_C19_Feb_Lewisia01_30,Sao chúng ta không tổ chức ăn mừng luôn nhỉ?
E_C19_Feb_Lewisia01_31,"À, phải rồi."
